id,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
001519c8,0.9965002,-0.051571924,0.05325007,0.02671048,-0.004564546,-0.002286415,-0.0076445676,-0.0138574885,0.007615133,-0.0055246158,-0.0020816524,-0.0030965167,9.7673896e-05,0.0014956623,0.0046262075,0.0012389168,-0.005246652,-0.00088147155,0.000778355,0.00024256043,-0.00046679206,-0.0006549689,-0.0006786776,0.00081114925,5.499105e-07,-0.001259993,0.0036157593,0.0020615703,-0.00021985697,0.00087270245,-0.0018706354,-0.0032878146,0.0012423631,-0.001553475,-0.001721485,-0.0002587884,0.0016666771,-0.0008193427,-0.00057078595,0.0009416135,-0.0017948012,-0.0005354843,-0.0027740113,-0.002586894,0.0035273575,0.0051087197,-6.576839e-05,-0.0043392526,0.008028281,0.003303718,0.0030940084,-0.0028103082,-0.0020472284,-0.00019236069,-0.00010066879,0.0037649428,0.00034202964,-0.00091978087,-0.0006954356,0.00010923826,0.0017873546,-0.0002534093,-0.0019127687,-0.001325435
0022f953,0.9991758,0.024999818,-0.017389448,0.017095694,-0.0056429454,0.012512666,-0.0020952625,-0.003364099,0.001419656,0.0005291247,-0.0031151092,0.00380672,0.0007308167,0.0006280416,0.0027918727,-0.00055279484,0.0017718987,0.0008635725,0.0020236736,0.0020751182,-0.0007622229,-0.0024168617,0.00090248894,0.005047726,-0.0007174913,-0.002690238,-0.0015698329,0.0049789897,0.0003435454,0.0016555924,0.0037697575,0.000490783,-0.0008368313,0.00057370844,0.0013750847,0.0004853579,-0.0021585766,0.0023797269,0.0010138814,-0.0009974359,-0.00351865,-0.0021812043,-5.460181e-05,0.00047407785,0.00063687423,0.0018018085,0.0008353375,-0.00051635364,0.00013204265,4.9934366e-05,-0.0008881821,0.00030692585,0.0016718467,0.00090986176,0.000113919334,0.00047752238,-0.00080453453,8.755884e-06,-0.0007272785,-0.0006550848,0.00053752674,-0.00043150422,0.00062958564,-0.00023684211
0042269b,0.998002,-0.059992485,-0.0039954525,-0.015050992,-0.0022128168,0.0022770874,-0.0037120022,-0.0069245957,0.0027394278,-0.0030116122,-0.00201525,-0.00026514955,-0.00053201406,0.00013899824,0.00035570507,0.00017098342,-0.001167497,-0.0010574242,0.00042056988,5.564304e-05,0.00012019374,0.00037310077,0.0025311862,0.0005996609,-0.0013344849,-0.00084903213,-0.00091329665,-0.0004305398,0.00038673615,-0.0009909698,-0.0010340745,0.0013072407,0.0012532686,-0.0012125552,-0.0013430996,0.0015588717,-0.0017258446,0.000586041,0.00069455255,-0.00053876307,0.00067890924,-0.0010690965,-0.0015747328,8.584322e-05,5.2018782e-05,-0.0008956475,0.00013524911,0.0005479754,0.0006626254,-0.0012592623,0.0007087016,0.000542174,0.0010865004,0.0001389109,0.00041307334,-0.00025309564,2.8565435e-05,-0.00013019632,-0.0008263715,0.0010970492,-0.0005112326,0.00076784473,-0.00024269974,-0.00017248765
0059420b,0.9981963,-0.01856762,-0.030928198,0.036801267,0.0040845,-0.008200968,0.021884814,-0.0042828596,-0.00357165,0.0038802093,-0.00693566,-0.008329424,0.0011777191,0.0001246005,0.00052669406,-0.0028544362,-0.0015386853,0.0001777698,-0.0039665545,-0.00064876664,0.00038302623,-0.0012461516,-0.00071424287,-0.00017677981,0.0026658722,0.0020067787,-0.0003270935,0.003008908,0.0008685329,0.001844565,-0.0006269162,0.00019634454,0.00064588577,-0.00040662507,0.0010081038,-0.00021419284,0.0003923537,0.00012534343,0.0010129433,0.0012527034,0.0023911053,0.00054028345,0.0004729061,0.0018146315,-0.0022952664,-0.0029028011,0.004438867,0.001230282,0.00016328553,-0.00094906363,0.0027142449,-0.00051676633,-0.0012298085,-0.0014697171,-0.0024628039,0.0026036282,0.0013702267,2.0410607e-05,0.00016070827,-0.0001179477,-0.00070001406,-0.0007714055,0.000103799466,-0.0006075279
0075873a,0.98685026,-0.062119957,0.14043036,-0.045985784,-0.0026149638,0.0050935876,0.0020564233,-0.0022907336,-0.0022442057,-0.0115027055,-0.0075902613,0.0030731622,0.005354798,-0.008004111,-0.00023453402,0.00062051776,-0.0010445777,-0.00016781449,0.00067622494,-0.0016002512,0.0004624147,0.0004215988,-0.0017006153,-0.0023944501,0.0020666907,0.00032220213,-0.001660268,-0.00031581504,0.00016651326,0.0007697966,-0.0012547069,-0.0019438775,0.0018173637,0.0045919227,0.0010601127,-0.0013262444,-0.0009751772,0.0019319379,0.00034195,-0.0019473548,-0.0004413574,0.0005170982,-0.0004685868,-0.0017331307,-0.00042946084,-0.000882415,-0.0002799755,0.00061620545,0.0006878343,0.00062116986,-0.0010731794,0.00022941656,-8.590597e-05,-0.0008289528,0.0002664822,0.00020243735,-6.209723e-05,-0.0009850991,0.00029853443,-0.00030343825,0.0011366585,-0.0005529903,-0.000974421,-0.0006269964
0081af50,0.9951679,-0.060602367,0.012315491,0.07266291,0.002445605,-0.016007267,0.0030093808,-0.0073950435,0.0032397897,-0.0034364364,0.004550312,0.0032280828,-0.0023110483,0.003095035,0.0008519272,-0.00056355644,0.000103235994,0.001669449,-0.001058839,0.0016499885,-0.0017772091,-0.0013134606,-0.0041296175,0.0034394928,0.0015012253,-0.0026001784,-0.0028156156,0.001012602,-0.0031846918,-0.0001669891,0.0014202235,4.4431064e-05,0.0016267614,-0.0002114502,0.00071706984,0.0020365252,-0.0012039018,-0.0010125783,0.0011335756,0.0014649678,-4.810414e-05,-0.0010380091,-0.00042360983,0.0017163812,-0.00034203107,-0.00031491378,-0.0013020162,-0.0008925523,0.0011197606,0.00039982767,-0.00090822385,-0.00031674438,-0.00042990956,0.0007689247,0.0016794575,0.0015099613,-7.39645e-05,-0.0007144466,0.0006078013,-6.836218e-05,0.0011314997,-0.00015296601,0.0011487325,-0.00012534924
0093f095,0.9956789,-0.07633867,-0.046761267,0.0032317892,0.022693194,-0.0004944826,-0.004579157,-0.0006100472,-0.0036264258,-0.00033205512,0.0014446205,0.0005938538,0.00068713544,-0.00052282674,0.0011578721,0.0007207045,-7.8972895e-05,-0.00027973874,6.957777e-05,0.0012066253,-0.0014761349,-0.001957065,0.00067918096,0.0013568819,-0.00062116206,-0.0010194451,0.00022815823,0.002151565,0.0011083824,-0.0010832051,-0.0007098015,-0.0016053959,0.00064239313,-0.0006470735,-0.0015852322,-2.9175426e-05,-7.557793e-05,0.0010375956,0.00034228142,0.0008794101,-0.0003516025,0.00093578984,0.00091972493,0.0003245189,2.4886045e-05,0.0010987783,-2.7276372e-05,0.00044580022,0.00017157389,6.269582e-05,-0.0010582554,-0.00043989287,1.6318038e-05,0.00014684,0.0010225831,-8.7494176e-05,0.00032063326,-5.281288e-05,-0.00025099106,8.268666e-05,-0.00028831733,-0.0002656584,-0.000388045,-0.0005219911
009e23ab,0.9992515,-0.026747722,-0.022842256,-0.009924834,-0.00090583414,0.0034258591,0.0021733798,3.575534e-05,-0.0011910246,0.0033755447,-0.0016533288,0.0021637445,-0.0018058942,-0.0011148729,-0.003749454,0.00238098,0.0021427528,0.0013715172,-0.0011705934,0.0015347415,-0.00057156186,7.81572e-05,7.712341e-05,0.0011000548,-0.0009329553,0.000709834,-7.9760895e-05,-0.0024679638,-0.00043762257,-0.00042420998,-0.00046391546,0.0045874403,0.0006308196,-0.0008720927,-0.0007626532,-0.0011592252,-0.0002403344,-0.001072343,-0.0002682785,-0.00013566625,0.00023985478,-0.0013921411,-0.0017352146,-0.00056353334,-0.0013276344,0.0014608256,0.0011877891,0.0015972493,-0.0002593235,-0.0017845407,0.001222374,0.00027974584,-6.76062e-07,-0.00027078824,0.0003234585,-0.00033451885,-0.0016049317,-0.0006741204,-0.0010010421,0.00023259669,-0.0012467287,0.0010752603,0.0007152402,0.0005736482
00e048f1,0.9961705,-0.07522147,-0.040384814,-0.0049629975,-0.0010156325,0.0081693875,0.0045264224,0.002901411,-0.00970927,0.0072890087,-0.0038096064,-0.0042655086,-0.0014607587,0.0005339614,-0.0018275607,-0.00033732207,-6.19239e-05,0.00017155663,-0.001299769,-0.0014602969,0.0011350494,-0.000987136,0.0016476637,-0.00022197458,-0.0008003883,-0.0021665173,0.00011258967,0.0012616549,-0.00037428548,0.00034227048,-0.0011493032,0.0003136767,0.00061993714,0.00043894656,0.00047228273,-0.0018042043,-0.000769793,0.00034824706,-0.0015769782,0.0005073212,0.0007493071,-0.00044682092,-0.00016291987,9.343756e-05,0.00079220254,0.0015600283,0.00068181346,0.0004434057,-0.00031515508,-0.00020122361,-0.000700835,0.0010437741,-0.0009902978,0.0006249338,-0.0007802281,-0.00033210416,0.0002454812,8.0451966e-05,0.00022569112,-0.00073644164,-0.00046796736,0.00022760374,-0.00020877604,0.0005799359
00e1f05a,0.9940546,-0.05640263,0.09245229,0.0058603454,-0.0031298613,-0.0037244093,-0.0039953752,-3.5099314e-05,-0.002878952,-0.0014871772,0.004676524,0.0021772084,-0.00037736696,0.00045352572,0.0005835429,0.00088912994,0.00081904884,0.00042140394,0.00074908463,-0.00033335458,0.00012540739,0.00026280413,-0.0005779996,-0.0007807171,-0.00065013795,-0.0009757012,0.00042725558,-0.0005630437,0.00065345946,-0.0003825752,-0.0006361684,-0.00030549552,0.0006088809,-0.0005198653,0.00053983735,-0.00024991747,-0.00073467754,-0.00065287505,0.00069691334,-0.0005874277,0.0002540021,-5.2565658e-05,0.000372082,-9.805156e-05,-5.087405e-05,8.955142e-05,6.65163e-05,-0.00058602367,1.5805077e-05,-0.000187103,-0.00029429243,-0.00058425916,8.913362e-05,-0.00038683106,0.00020410144,-0.00022025162,-0.00010315856,0.00025912287,0.00024281173,0.00021452486,-7.36795e-05,-0.00033370333,2.4262197e-05,0.00042662246
